000000	999999	0.	1.	0.	0.96	0	39	0	1.00000962	5e-05
000000	999999	0.	1.	0.	0.96	39	50	0	0.9991393	5e-05
000000	999999	0.	1.	0.	0.96	50	65	0	0.99883066	5e-05
000000	999999	0.	1.	0.	0.96	65	14000	0	0.99913439	5e-05
000000	999999	0.	1.	0.96	10	0	39	0	0.99999899	5e-05
000000	999999	0.	1.	0.96	10	39	50	0	0.99951587	5e-05
000000	999999	0.	1.	0.96	10	50	65	0	0.99881714	5e-05
000000	999999	0.	1.	0.96	10	65	14000	0	0.99982431	5e-05
000000	999999	1.	1.4442	0.	0.96	0	39	0	1.0018574	5e-05
000000	999999	1.	1.4442	0.	0.96	39	50	0	0.99894252	5e-05
000000	999999	1.	1.4442	0.	0.96	50	65	0	0.99909287	5e-05
000000	999999	1.	1.4442	0.	0.96	65	14000	0	1.00013898	5e-05
000000	999999	1.	1.4442	0.96	10	0	39	0	1.001821	5e-05
000000	999999	1.	1.4442	0.96	10	39	50	0	0.99900199	5e-05
000000	999999	1.	1.4442	0.96	10	50	65	0	0.99885487	5e-05
000000	999999	1.	1.4442	0.96	10	65	14000	0	1.00015847	5e-05
000000	999999	1.566	2.	0.	0.96	0	39	0	0.99915654	5e-05
000000	999999	1.566	2.	0.	0.96	39	50	0	0.99931011	5e-05
000000	999999	1.566	2.	0.	0.96	50	65	0	0.99713268	5e-05
000000	999999	1.566	2.	0.	0.96	65	14000	0	0.9991549	5e-05
000000	999999	1.566	2.	0.96	10	0	39	0	0.99909651	5e-05
000000	999999	1.566	2.	0.96	10	39	50	0	0.99920081	5e-05
000000	999999	1.566	2.	0.96	10	50	65	0	0.99814309	5e-05
000000	999999	1.566	2.	0.96	10	65	14000	0	0.99914224	5e-05
000000	999999	2.	2.5	0.	0.96	0	39	0	1.00111657	5e-05
000000	999999	2.	2.5	0.	0.96	39	50	0	0.99928826	5e-05
000000	999999	2.	2.5	0.	0.96	50	65	0	0.99813871	5e-05
000000	999999	2.	2.5	0.	0.96	65	14000	0	0.99983667	5e-05
000000	999999	2.	2.5	0.96	10	0	39	0	1.00109231	5e-05
000000	999999	2.	2.5	0.96	10	39	50	0	0.99919939	5e-05
000000	999999	2.	2.5	0.96	10	50	65	0	0.99813705	5e-05
000000	999999	2.	2.5	0.96	10	65	14000	0	0.99984589	5e-05
