000000	999999	0.0	1.0	0.0	0.675	0	14000	0	1.0000124562870403	5e-05
000000	999999	0.0	1.0	0.675	0.775	0	14000	0	1.0000138085620531	5e-05
000000	999999	0.0	1.0	0.775	0.85	0	14000	0	1.0000131073258216	5e-05
000000	999999	0.0	1.0	0.85	0.9	0	14000	0	0.9999991796302277	5e-05
000000	999999	0.0	1.0	0.9	0.94	0	14000	0	0.999995346878402	5e-05
000000	999999	0.0	1.0	0.94	0.96	0	14000	0	1.0010077646924955	5e-05
000000	999999	0.0	1.0	0.96	0.9725	0	14000	0	1.0000315357909402	5e-05
000000	999999	0.0	1.0	0.9725	0.9825	0	14000	0	1.0010065228528762	5e-05
000000	999999	0.0	1.0	0.9825	10.0	0	14000	0	1.0000040976149236	5e-05
000000	999999	1.0	1.2	0.0	0.675	0	14000	0	0.9999982389418115	5e-05
000000	999999	1.0	1.2	0.675	0.775	0	14000	0	0.9990006632962859	5e-05
000000	999999	1.0	1.2	0.775	0.85	0	14000	0	0.999991389475914	5e-05
000000	999999	1.0	1.2	0.85	0.9	0	14000	0	0.9990075676225418	5e-05
000000	999999	1.0	1.2	0.9	0.94	0	14000	0	0.9999944505274742	5e-05
000000	999999	1.0	1.2	0.94	0.96	0	14000	0	0.9999972544546946	5e-05
000000	999999	1.0	1.2	0.96	0.9725	0	14000	0	0.9989957537357582	5e-05
000000	999999	1.0	1.2	0.9725	0.9825	0	14000	0	1.0000080563771416	5e-05
000000	999999	1.0	1.2	0.9825	10.0	0	14000	0	0.9990132471832105	5e-05
000000	999999	1.2	1.4442	0.0	0.675	0	14000	0	0.9999925496177557	5e-05
000000	999999	1.2	1.4442	0.675	0.775	0	14000	0	0.9989882049962541	5e-05
000000	999999	1.2	1.4442	0.775	0.85	0	14000	0	0.9990136953021403	5e-05
000000	999999	1.2	1.4442	0.85	0.9	0	14000	0	0.9989959596839622	5e-05
000000	999999	1.2	1.4442	0.9	0.94	0	14000	0	0.9990237833083625	5e-05
000000	999999	1.2	1.4442	0.94	0.96	0	14000	0	0.9980069879718656	5e-05
000000	999999	1.2	1.4442	0.96	0.9725	0	14000	0	1.00001485660169	5e-05
000000	999999	1.2	1.4442	0.9725	0.9825	0	14000	0	0.9999794377947052	5e-05
000000	999999	1.2	1.4442	0.9825	10.0	0	14000	0	0.9999816440904927	5e-05
000000	999999	1.5659999999999998	2.0	0.0	0.5	0	14000	0	1.0050064371506637	5e-05
000000	999999	1.5659999999999998	2.0	0.5	0.6	0	14000	0	1.002001808857853	5e-05
000000	999999	1.5659999999999998	2.0	0.6	0.8	0	14000	0	0.9999649423759218	5e-05
000000	999999	1.5659999999999998	2.0	0.8	0.9	0	14000	0	0.9999813720299976	5e-05
000000	999999	1.5659999999999998	2.0	0.9	0.94	0	14000	0	0.9990009063581989	5e-05
000000	999999	1.5659999999999998	2.0	0.94	0.96	0	14000	0	0.9999854328428041	5e-05
000000	999999	1.5659999999999998	2.0	0.96	0.98	0	14000	0	0.9990065712226355	5e-05
000000	999999	1.5659999999999998	2.0	0.98	10.0	0	14000	0	0.9999823696260312	5e-05
000000	999999	2.0	2.5	0.0	0.5	0	14000	0	0.9999948617461281	5e-05
000000	999999	2.0	2.5	0.5	0.6	0	14000	0	1.0000063210947243	5e-05
000000	999999	2.0	2.5	0.6	0.8	0	14000	0	0.9990097664743524	5e-05
000000	999999	2.0	2.5	0.8	0.9	0	14000	0	1.0000317072582408	5e-05
000000	999999	2.0	2.5	0.9	0.94	0	14000	0	0.9999910519222132	5e-05
000000	999999	2.0	2.5	0.94	0.96	0	14000	0	0.9989950383829599	5e-05
000000	999999	2.0	2.5	0.96	0.98	0	14000	0	1.000011858279285	5e-05
000000	999999	2.0	2.5	0.98	10.0	0	14000	0	1.0000011784389116	5e-05
