0	1	0	0.96	-1	-1	-1	0.256
1	1.4442	0	0.96	-1	-1	-1	0.398
1.566	2.0	0	0.96	-1	-1	-1	1.146
2.0	2.5	0	0.96	-1	-1	-1	1.343
0	1	0.96	10	-1	-1	-1	0.913
1	1.4442	0.96	10	-1	-1	-1	0.056
1.566	2.0	0.96	10	-1	-1	-1	1.696
2.0	2.5	0.96	10	-1	-1	-1	1.068
