0	1	0	0.96	-1	-1	-1	0.451
1	1.4442	0	0.96	-1	-1	-1	0.544
1.566	2.0	0	0.96	-1	-1	-1	0.208
2.0	2.5	0	0.96	-1	-1	-1	1.2
0	1	0.96	10	-1	-1	-1	1.345
1	1.4442	0.96	10	-1	-1	-1	0.445
1.566	2.0	0.96	10	-1	-1	-1	0.397
2.0	2.5	0.96	10	-1	-1	-1	0.051
