0	1	0	0.96	-1	-1	-1	0.025
1	1.4442	0	0.96	-1	-1	-1	0.025
1.566	2.0	0	0.96	-1	-1	-1	0.075
2.0	2.5	0	0.96	-1	-1	-1	0.15
0	1	0.96	10	-1	-1	-1	0.02
1	1.4442	0.96	10	-1	-1	-1	0.05
1.566	2.0	0.96	10	-1	-1	-1	0.059
2.0	2.5	0.96	10	-1	-1	-1	0.016
