paper	invMass_leadCat01_subleadCat20	invMass_ECAL_ele	(0.0, 1.0)	(0.0, 0.96)	(39, 50)	(1.566, 2.0)	(0.96, 10.0)	(32, 39)
paper	invMass_leadCat01_subleadCat21	invMass_ECAL_ele	(0.0, 1.0)	(0.0, 0.96)	(39, 50)	(1.566, 2.0)	(0.96, 10.0)	(39, 50)
paper	invMass_leadCat01_subleadCat22	invMass_ECAL_ele	(0.0, 1.0)	(0.0, 0.96)	(39, 50)	(1.566, 2.0)	(0.96, 10.0)	(50, 65)
paper	invMass_leadCat01_subleadCat23	invMass_ECAL_ele	(0.0, 1.0)	(0.0, 0.96)	(39, 50)	(1.566, 2.0)	(0.96, 10.0)	(65, -1)
paper	invMass_leadCat01_subleadCat24	invMass_ECAL_ele	(0.0, 1.0)	(0.0, 0.96)	(39, 50)	(2.0, 2.5)	(0.0, 0.96)	(32, 39)
paper	invMass_leadCat01_subleadCat25	invMass_ECAL_ele	(0.0, 1.0)	(0.0, 0.96)	(39, 50)	(2.0, 2.5)	(0.0, 0.96)	(39, 50)
paper	invMass_leadCat01_subleadCat26	invMass_ECAL_ele	(0.0, 1.0)	(0.0, 0.96)	(39, 50)	(2.0, 2.5)	(0.0, 0.96)	(50, 65)
paper	invMass_leadCat01_subleadCat27	invMass_ECAL_ele	(0.0, 1.0)	(0.0, 0.96)	(39, 50)	(2.0, 2.5)	(0.0, 0.96)	(65, -1)
paper	invMass_leadCat01_subleadCat28	invMass_ECAL_ele	(0.0, 1.0)	(0.0, 0.96)	(39, 50)	(2.0, 2.5)	(0.96, 10.0)	(32, 39)
paper	invMass_leadCat01_subleadCat29	invMass_ECAL_ele	(0.0, 1.0)	(0.0, 0.96)	(39, 50)	(2.0, 2.5)	(0.96, 10.0)	(39, 50)
paper	invMass_leadCat01_subleadCat30	invMass_ECAL_ele	(0.0, 1.0)	(0.0, 0.96)	(39, 50)	(2.0, 2.5)	(0.96, 10.0)	(50, 65)
paper	invMass_leadCat01_subleadCat31	invMass_ECAL_ele	(0.0, 1.0)	(0.0, 0.96)	(39, 50)	(2.0, 2.5)	(0.96, 10.0)	(65, -1)
paper	invMass_leadCat02_subleadCat02	invMass_ECAL_ele	(0.0, 1.0)	(0.0, 0.96)	(50, 65)	(0.0, 1.0)	(0.0, 0.96)	(50, 65)
paper	invMass_leadCat02_subleadCat03	invMass_ECAL_ele	(0.0, 1.0)	(0.0, 0.96)	(50, 65)	(0.0, 1.0)	(0.0, 0.96)	(65, -1)
paper	invMass_leadCat02_subleadCat04	invMass_ECAL_ele	(0.0, 1.0)	(0.0, 0.96)	(50, 65)	(0.0, 1.0)	(0.96, 10.0)	(32, 39)
paper	invMass_leadCat02_subleadCat05	invMass_ECAL_ele	(0.0, 1.0)	(0.0, 0.96)	(50, 65)	(0.0, 1.0)	(0.96, 10.0)	(39, 50)
paper	invMass_leadCat02_subleadCat06	invMass_ECAL_ele	(0.0, 1.0)	(0.0, 0.96)	(50, 65)	(0.0, 1.0)	(0.96, 10.0)	(50, 65)
paper	invMass_leadCat02_subleadCat07	invMass_ECAL_ele	(0.0, 1.0)	(0.0, 0.96)	(50, 65)	(0.0, 1.0)	(0.96, 10.0)	(65, -1)
paper	invMass_leadCat02_subleadCat08	invMass_ECAL_ele	(0.0, 1.0)	(0.0, 0.96)	(50, 65)	(1.0, 1.4442)	(0.0, 0.96)	(32, 39)
paper	invMass_leadCat02_subleadCat09	invMass_ECAL_ele	(0.0, 1.0)	(0.0, 0.96)	(50, 65)	(1.0, 1.4442)	(0.0, 0.96)	(39, 50)
paper	invMass_leadCat02_subleadCat10	invMass_ECAL_ele	(0.0, 1.0)	(0.0, 0.96)	(50, 65)	(1.0, 1.4442)	(0.0, 0.96)	(50, 65)
paper	invMass_leadCat02_subleadCat11	invMass_ECAL_ele	(0.0, 1.0)	(0.0, 0.96)	(50, 65)	(1.0, 1.4442)	(0.0, 0.96)	(65, -1)
paper	invMass_leadCat02_subleadCat12	invMass_ECAL_ele	(0.0, 1.0)	(0.0, 0.96)	(50, 65)	(1.0, 1.4442)	(0.96, 10.0)	(32, 39)
paper	invMass_leadCat02_subleadCat13	invMass_ECAL_ele	(0.0, 1.0)	(0.0, 0.96)	(50, 65)	(1.0, 1.4442)	(0.96, 10.0)	(39, 50)
paper	invMass_leadCat02_subleadCat14	invMass_ECAL_ele	(0.0, 1.0)	(0.0, 0.96)	(50, 65)	(1.0, 1.4442)	(0.96, 10.0)	(50, 65)
paper	invMass_leadCat02_subleadCat15	invMass_ECAL_ele	(0.0, 1.0)	(0.0, 0.96)	(50, 65)	(1.0, 1.4442)	(0.96, 10.0)	(65, -1)
paper	invMass_leadCat02_subleadCat16	invMass_ECAL_ele	(0.0, 1.0)	(0.0, 0.96)	(50, 65)	(1.566, 2.0)	(0.0, 0.96)	(32, 39)
paper	invMass_leadCat02_subleadCat17	invMass_ECAL_ele	(0.0, 1.0)	(0.0, 0.96)	(50, 65)	(1.566, 2.0)	(0.0, 0.96)	(39, 50)
paper	invMass_leadCat02_subleadCat18	invMass_ECAL_ele	(0.0, 1.0)	(0.0, 0.96)	(50, 65)	(1.566, 2.0)	(0.0, 0.96)	(50, 65)
paper	invMass_leadCat02_subleadCat19	invMass_ECAL_ele	(0.0, 1.0)	(0.0, 0.96)	(50, 65)	(1.566, 2.0)	(0.0, 0.96)	(65, -1)
paper	invMass_leadCat02_subleadCat20	invMass_ECAL_ele	(0.0, 1.0)	(0.0, 0.96)	(50, 65)	(1.566, 2.0)	(0.96, 10.0)	(32, 39)
paper	invMass_leadCat02_subleadCat21	invMass_ECAL_ele	(0.0, 1.0)	(0.0, 0.96)	(50, 65)	(1.566, 2.0)	(0.96, 10.0)	(39, 50)
paper	invMass_leadCat02_subleadCat22	invMass_ECAL_ele	(0.0, 1.0)	(0.0, 0.96)	(50, 65)	(1.566, 2.0)	(0.96, 10.0)	(50, 65)
paper	invMass_leadCat02_subleadCat23	invMass_ECAL_ele	(0.0, 1.0)	(0.0, 0.96)	(50, 65)	(1.566, 2.0)	(0.96, 10.0)	(65, -1)
paper	invMass_leadCat02_subleadCat24	invMass_ECAL_ele	(0.0, 1.0)	(0.0, 0.96)	(50, 65)	(2.0, 2.5)	(0.0, 0.96)	(32, 39)
paper	invMass_leadCat02_subleadCat25	invMass_ECAL_ele	(0.0, 1.0)	(0.0, 0.96)	(50, 65)	(2.0, 2.5)	(0.0, 0.96)	(39, 50)
paper	invMass_leadCat02_subleadCat26	invMass_ECAL_ele	(0.0, 1.0)	(0.0, 0.96)	(50, 65)	(2.0, 2.5)	(0.0, 0.96)	(50, 65)
paper	invMass_leadCat02_subleadCat27	invMass_ECAL_ele	(0.0, 1.0)	(0.0, 0.96)	(50, 65)	(2.0, 2.5)	(0.0, 0.96)	(65, -1)
paper	invMass_leadCat02_subleadCat28	invMass_ECAL_ele	(0.0, 1.0)	(0.0, 0.96)	(50, 65)	(2.0, 2.5)	(0.96, 10.0)	(32, 39)
paper	invMass_leadCat02_subleadCat29	invMass_ECAL_ele	(0.0, 1.0)	(0.0, 0.96)	(50, 65)	(2.0, 2.5)	(0.96, 10.0)	(39, 50)
paper	invMass_leadCat02_subleadCat30	invMass_ECAL_ele	(0.0, 1.0)	(0.0, 0.96)	(50, 65)	(2.0, 2.5)	(0.96, 10.0)	(50, 65)
paper	invMass_leadCat02_subleadCat31	invMass_ECAL_ele	(0.0, 1.0)	(0.0, 0.96)	(50, 65)	(2.0, 2.5)	(0.96, 10.0)	(65, -1)
paper	invMass_leadCat03_subleadCat03	invMass_ECAL_ele	(0.0, 1.0)	(0.0, 0.96)	(65, -1)	(0.0, 1.0)	(0.0, 0.96)	(65, -1)
paper	invMass_leadCat03_subleadCat04	invMass_ECAL_ele	(0.0, 1.0)	(0.0, 0.96)	(65, -1)	(0.0, 1.0)	(0.96, 10.0)	(32, 39)
paper	invMass_leadCat03_subleadCat05	invMass_ECAL_ele	(0.0, 1.0)	(0.0, 0.96)	(65, -1)	(0.0, 1.0)	(0.96, 10.0)	(39, 50)
paper	invMass_leadCat03_subleadCat06	invMass_ECAL_ele	(0.0, 1.0)	(0.0, 0.96)	(65, -1)	(0.0, 1.0)	(0.96, 10.0)	(50, 65)
paper	invMass_leadCat03_subleadCat07	invMass_ECAL_ele	(0.0, 1.0)	(0.0, 0.96)	(65, -1)	(0.0, 1.0)	(0.96, 10.0)	(65, -1)
paper	invMass_leadCat03_subleadCat08	invMass_ECAL_ele	(0.0, 1.0)	(0.0, 0.96)	(65, -1)	(1.0, 1.4442)	(0.0, 0.96)	(32, 39)
paper	invMass_leadCat03_subleadCat09	invMass_ECAL_ele	(0.0, 1.0)	(0.0, 0.96)	(65, -1)	(1.0, 1.4442)	(0.0, 0.96)	(39, 50)
paper	invMass_leadCat03_subleadCat10	invMass_ECAL_ele	(0.0, 1.0)	(0.0, 0.96)	(65, -1)	(1.0, 1.4442)	(0.0, 0.96)	(50, 65)
paper	invMass_leadCat03_subleadCat11	invMass_ECAL_ele	(0.0, 1.0)	(0.0, 0.96)	(65, -1)	(1.0, 1.4442)	(0.0, 0.96)	(65, -1)
paper	invMass_leadCat03_subleadCat12	invMass_ECAL_ele	(0.0, 1.0)	(0.0, 0.96)	(65, -1)	(1.0, 1.4442)	(0.96, 10.0)	(32, 39)
paper	invMass_leadCat03_subleadCat13	invMass_ECAL_ele	(0.0, 1.0)	(0.0, 0.96)	(65, -1)	(1.0, 1.4442)	(0.96, 10.0)	(39, 50)
paper	invMass_leadCat03_subleadCat14	invMass_ECAL_ele	(0.0, 1.0)	(0.0, 0.96)	(65, -1)	(1.0, 1.4442)	(0.96, 10.0)	(50, 65)
paper	invMass_leadCat03_subleadCat15	invMass_ECAL_ele	(0.0, 1.0)	(0.0, 0.96)	(65, -1)	(1.0, 1.4442)	(0.96, 10.0)	(65, -1)
paper	invMass_leadCat03_subleadCat16	invMass_ECAL_ele	(0.0, 1.0)	(0.0, 0.96)	(65, -1)	(1.566, 2.0)	(0.0, 0.96)	(32, 39)
paper	invMass_leadCat03_subleadCat17	invMass_ECAL_ele	(0.0, 1.0)	(0.0, 0.96)	(65, -1)	(1.566, 2.0)	(0.0, 0.96)	(39, 50)
paper	invMass_leadCat03_subleadCat18	invMass_ECAL_ele	(0.0, 1.0)	(0.0, 0.96)	(65, -1)	(1.566, 2.0)	(0.0, 0.96)	(50, 65)
paper	invMass_leadCat03_subleadCat19	invMass_ECAL_ele	(0.0, 1.0)	(0.0, 0.96)	(65, -1)	(1.566, 2.0)	(0.0, 0.96)	(65, -1)
